id,prediction
0fe94d48-5670-5d64-a5a1-7d61c0ca2443,0
2cd73a2a-494f-5fe0-813d-e41f8b90d432,0
f60f46cb-55f8-5886-a882-e7942cd0b2a5,1
3728e018-c3d1-56a3-b708-39388659116d,1
f9c38b8c-35a1-5cc8-b7ab-86d187e6a6d6,1
ecfdc575-5f4e-53d6-8cd9-715b1b6a2344,0
fbf159b2-461c-5cca-bf76-8ae12e803ff3,1
798d7dfb-bf59-58d5-ac93-e49f184e755a,1
0c2625bb-0252-57fd-a274-a06ded9038dc,1
c793e663-b071-56dd-a17e-f17044af4f8c,0
86e840e0-c115-5a3b-8c28-096050bee5d3,1
f2db5d34-2c44-598f-bc5a-f19f451190dc,1
3095673d-a8c6-5861-84b2-198088467d82,1
497e0b1a-8959-52e0-96b4-727d240cd1ba,1
e0a711c0-543b-5c40-b42d-fd34930de966,1
b41b376a-1b68-520d-b2d9-517e228cf55c,1
1a24667b-e03d-5f39-a261-313dfc2bf1dc,1
3cfb2eb3-fa8d-5626-bcdc-470d58cd1b5b,1
f489ee01-4b79-5d72-9d3b-d90829dc909a,0
4049855d-7a86-5ee2-bed9-b1ef1d890ef1,1
161db055-ad67-5640-b603-1320c7f38364,1
e5239895-59b3-5355-ad5b-e77afe64e061,1
c14899ef-c9e4-54e9-8223-eec96ac3b6a5,1
8e44a024-7355-5bb2-be6b-a71a4598d980,1
ea18a248-d27d-5f9d-be65-8a6d38bdf113,1
e22ea390-b073-5402-aa90-b227b9c47f22,1
086ada55-1b5b-5141-a0d5-b217744303eb,1
0fd1852e-0444-5a2f-b437-ae3face2b28e,1
a258266e-d8ed-5f3e-a17b-a7a7ecce7f9b,1
5077fa08-b8cf-51dc-9f43-ffdac4f5e936,0
7340649e-3ce4-5e0d-97fd-b3f25f7781b3,1
de18bc1a-be9f-53a2-8e93-250d95389bb4,1
8aceee17-3631-53d5-9dfb-a0a26d62745e,1
a0b7efaa-149e-5408-a8ae-f9c5d6807535,1
eda6e2a6-1210-5f68-9e95-e3f906a47b48,1
4bb864dd-7824-52fb-9400-4eb03d048fa8,1
7ef74d39-f6ee-5d5b-ac56-8f95c60e187f,1
c2b11657-7b9e-53af-9ff0-322d2334c038,1
f09b9169-acb4-5ccc-b2af-d660a17b3543,1
86fcc465-4f73-561c-9d88-42495b606a1c,1
4bd0b95f-da9b-5782-92e8-f57be9927d59,1
c91cb61c-1499-55d2-887c-a762b19b35e5,1
81ca2aa8-34f0-5013-8fbc-4d7fb65b2263,1
c549cf30-7e1d-5cdb-9812-08370fb47e42,1
89af9415-1baf-5bb0-9466-ece2118bb908,1
59cb5aec-68b7-5bc6-af9d-c203b0d2cede,1
89ee3c9a-2adc-5467-9fd8-9d97eac7b4da,1
7fba9767-f530-5423-9f97-12a8876c3b0c,1
5f48a39a-9a37-5c10-adfc-93b4ab2ae7b3,1
b7a120bd-4b50-5cbd-b236-84cd2e491646,1
a9dec0bd-6677-5765-8d92-8b0ae5977e85,1
bf265282-5035-5725-b15e-6162ac88a9c4,1
c4d71686-332e-5387-9081-fda8d13174be,1
4fcf5b4b-a8ed-5375-b762-ef9252c86411,1
9ca201af-3088-51d5-ab30-b59504b8bd85,1
66b088c6-1bdc-5521-a819-eed3060b78ae,1
99414e24-a319-5cc9-a98f-55d7277fddb0,1
13f17f08-e199-5aa2-a737-dafb8f3c313d,1
af26c249-ce39-5cb5-bbd1-8e1de7252d72,1
057a7378-fed9-5ab4-9edd-e5f52586b7cb,1
ef26f394-fd71-5d74-a26f-0c8a8d9afc43,1
d4891fa4-a556-58f2-8187-2e303c275297,1
95eaf499-04e5-5b2d-8cef-1396e9f35521,1
b0636b12-41c1-57c5-9a1c-b0fd27482817,1
54ba2db7-8d8f-5121-a1c6-51644ac6fd17,0
3712e764-c120-5ec2-a1b5-9b2c60cab64f,1
73443a0f-b946-54b5-9906-ca12670d09c8,1
477e88d5-6f23-50f0-9a1f-61e876ef4f95,1
0ffa63ab-b6e5-58be-aeb2-235ffe844f4d,0
00b2684c-c227-5e71-9bc8-b5c093fc24bb,1
55f622f5-a14f-5626-b0f8-b97fb2c5ed8d,1
c0e885f3-4bb7-5f0f-9639-9b326ebdbeb4,1
e219f64b-5ccf-5aa8-a7d5-045f5cbf348a,1
81da232c-434f-5a39-951d-b097cfa1c1f0,0
791b328f-9128-574c-b0b8-dca965693e27,1
0e26d24d-44cc-5fff-8c6e-364c702c36ca,1
f1ff66e6-2cb8-561a-9ffb-8ce750f180fc,1
5dd87f2e-c303-5204-a22f-c47472ba61de,1
badf0b77-f287-5e61-9ebc-68b58d251241,1
e2e413b2-a383-50b9-9aca-e4878a9eac68,1
35342a97-b8d5-5afe-a121-d0c6f567f15a,1
945fc8b8-95ba-501a-8e6f-e46bc8ae23eb,1
a9c34cb8-5626-58a4-a82a-c3e06f403bb1,1
1c1aceb8-582d-50ba-b0ba-a8ba57199cb8,0
5f1599a9-8adc-5d07-99ce-6e6587e89075,1
d5d4eb36-923e-51dd-8b13-dcb7265f4868,1
f0bf9c53-b8fc-57d9-862d-7848fb81430d,1
4d2e16aa-103c-581b-8f9e-b33e4b218955,1
efe628c9-92a0-55a6-95cd-14340141766e,0
2ff3ff7c-3bbd-50fe-954c-3bd32a59951b,1
bcf03e17-7c02-5d12-b057-001419c899d4,1
e96e5815-1270-5b0a-8bb7-2c034ba0f213,1
fd410d12-15fa-5ec7-a676-2a1c2424e0ac,1
8c959e8d-1718-5d76-8aa5-0d59a7ba7c0f,1
ad635e56-20d4-517e-a32a-e1b08bc65175,1
c7925bcb-c24f-59c9-a302-e016b903149a,1
59c70655-a1a3-5405-9c54-37efb4a0ef61,1
a4be1fbd-3d4e-50fa-bb48-63d33882d369,1
dd6cd82b-8a8c-5297-bf0c-6262c882bd08,1
6c621480-6f5d-56fa-8b0d-4b8e085ce00a,1
fba4e4ce-7ff5-5d96-ad47-4c5edf05c9f5,1
cd81c00a-9036-5df0-9273-56a79be26771,0
202abdb2-3264-5728-abc8-eb9fb51bb973,1
a6820f3a-1bbc-59b8-9f62-2068afd795ac,1
99ea1377-29b2-5bb1-972f-12163774c438,0
cb788fe0-7082-57df-bfb9-c269dc9ba12e,1
5cca11d1-a460-535f-8bd1-8719af1dd0c7,1
816e584e-9e90-5721-adb9-e98615478258,0
d7ab3f6a-ee89-53a3-9b91-b43a0da368f9,1
d9dfb627-1a33-5259-af76-6e52db9afc08,1
35bf6e30-6ff8-50dc-a8f6-9d1adf51fe24,1
04c4dc12-a83f-59a2-9d61-b8656a68b7a0,1
2e1bae5c-f798-5234-927e-05534fae88d6,1
e880d1ca-a87a-5606-b22f-aeabf76af549,1
cab1a76e-ebe2-5ef1-a036-ff64749465db,0
5e00f19d-b2f2-5882-8bcc-56a2b0a074d6,1
bdade0cc-577c-51c7-a578-12692946c0da,1
61ed94a4-22d9-563d-81dd-9077d6e1b71b,0
5be7eb34-cdfa-5df4-93cb-d93758f2f71a,1
1086759c-e663-5d52-aa39-8e14f2ca6619,1
2c51d2a4-67c7-5adf-bb1e-d43807e95520,1
2db59a5e-6ae1-5025-bf21-af4bc1e3c2ac,1
e2250a4f-5734-5f59-9761-4f46d35b50e7,1
e4385c3f-3e21-5360-b288-5adeb35d93cb,0
d513be85-1909-5fe2-ae7e-09f22d422903,1
93e7b8f7-8c27-535f-b3a2-af67b015aaa4,1
e2900d92-3c3b-5ad8-8984-4374dc50854a,1
06711530-7f46-5ace-bc99-3f0bc6ab0102,1
d9ea7efc-1cbf-55ec-9552-9e76adbb21bc,1
14d835ca-dfd6-507f-9d1f-42fe587ec64b,1
e287910a-870d-53b7-b1ee-4f74a0515c4e,1
ef2767e1-2b8d-5300-a004-d2c4c1c48150,1
c767c401-c4df-5504-994e-0ab733130b23,0
8fe60fe1-6dac-55de-b9ed-5833c8f470a5,1
32c94662-2905-5438-ab4c-980a71c1cd47,0
3ad86ef6-5b78-5d48-807e-1710a5db19ed,1
a23c6b6d-0190-5fbe-a4ce-178d0c412450,1
9af3e3f0-27a9-56c3-a1e8-83eea74ac969,1
3062eb62-7ce9-506e-aa4b-0355fa062ef8,0
7b914b32-bc24-5451-aeb1-c37551b30926,1
58783691-4baa-52d2-9d43-5e8e7cb40e66,1
0fe8929e-0971-5d3c-a543-acfacf7da180,1
a126405f-534d-548c-bcc1-03a2caecd780,1
a3156530-4d50-5c56-be26-3e322e99001f,1
3111ab3a-dd27-514c-8370-526e7bc62188,1
eaa0157a-5832-5e38-962c-e50173d0ae3d,1
cb63b5df-1583-5d6e-a3a3-9a411059e467,1
49c7cac2-f378-5f68-9c22-46ebd1c86ea6,1
6515acb2-0b6d-52ae-b42f-dd70ccb9097a,0
faee2c71-25e1-5aed-aadf-92a2d658614f,1
96ec407a-4248-5f8b-95bf-a714b68c536b,1
1f6fd432-984d-5145-ba0f-e18aba9dfe5d,1
40feddea-f6ac-54f5-b3cc-79dd070c124e,0
59398155-2269-5224-bdf4-56e7cee32db1,1
9c04ea73-f6a5-524a-a92a-15af12733dee,1
dfdc3a84-672e-5e1a-a079-c0b7e6a3b21f,1
c02ab3c8-20c8-5d43-b3f0-c1dbebdaacb7,0
944ed664-93fa-5678-b065-8d2889566c4d,1
30448916-5143-53e6-8a30-af8c2bafcf9d,0
6853ebd1-f481-5162-ab35-e6fa5a2bcbd1,1
791f74e7-75ec-5f63-bff4-dabfc5f42259,1
52298dee-cf7e-5756-9441-56f65f5de85d,1
5bd4539c-9f5e-518b-8001-c8ff0638c1dc,1
d07637d5-8b14-55c5-a556-4f116bb922c7,1
a722db5b-0a2a-516a-8c0f-fe90b1f2cf79,1
c8b95735-e54a-5bfd-b31a-3e3e6e7aee7b,1
f481d757-683f-5c38-b048-874c9206fd07,1
9c6e45ba-e61d-5486-9ff1-fff6def2ae0a,1
52546722-f869-52ef-8f00-d9d286e7a6a4,1
74a58ac2-da15-55f7-a335-ee955cf9dfaf,0
8cc59b1e-b691-5ff7-bc68-3afc047a5319,1
8b86f820-cde2-53c3-94c6-7b7ec3ab9fa6,1
fb740540-48c6-5e87-9e75-1ef4bf7556ec,1
5cd2cf34-071a-5606-9f01-b14722084600,0
079d09df-e5e9-5c2f-b37f-de9be7e0d43f,1
3ed53353-7444-573c-9df7-f1b69c88b921,1
0779d862-8e3d-5305-957e-48d1ba55bdcd,1
60d29569-1044-508c-96fa-e0cdffdfbe4c,0
571a5952-61ce-516c-a6a7-c75fd0ac2736,1
521886b5-2b6b-53e4-b339-92d445a9cc11,1
b72a9709-1ed1-5eb3-b6d8-f732229335f8,0
f05bd3a3-8602-5036-9685-a72329ba77d1,1
24e6611b-ac34-569a-b16d-a41870b2e815,1
c68c4d83-581b-5ddd-9fbe-7b8b2e09eba9,1
c16f6c34-b726-5d44-9033-67bf81fe1ff4,1
dd56f9ba-e53e-5208-9bd1-04c7ac2e3656,1
bbc451d8-320b-51bc-b5fa-1dabac2845a6,1
f4d62db0-4618-5121-bf3e-898354e33d2c,1
74cc49dd-08de-5386-a8d9-9fa8e06c2733,1
9db27b29-718c-5479-91f9-49a0db61a2bb,1
f6564ed5-7e85-58bb-9d42-143a2ddc0ad1,1
04a9e945-7623-569f-bcb2-3955d4ccb0c7,1
f86a75eb-4f4c-50a3-8405-47237ea242a5,0
8b91bc08-ad23-5762-b622-4efbbbea6ea6,1
1d991eb2-f343-50b7-b642-4ceffb461801,1
32f5bf32-12bd-5b88-9a33-ae279cd973a5,1
4da71ddf-f596-5639-95d8-3304b687879e,1
d2851f08-fd9c-5091-be0e-b569c980365b,1
db392002-a80d-51af-b345-bcd9bbe77a43,1
ffef0914-be14-5360-a4e7-54ad7d71d1f4,1
f9ce5244-d124-55f3-b196-1b3dafff8c21,1
db7c2249-3b44-572a-bc02-827a7a7c66d2,1
d67b515d-1548-5a9a-8daf-ed6e0c5348d8,0
473ad370-1525-5af4-9444-345fbf0c8cff,1
1772fdec-aeb8-5ccc-bcfb-92b0f4a2e4cb,1
37569b5b-9ea5-57b9-a5c1-15ae6b0733f1,1
ea4913db-0f41-5acc-8fa1-7ea2e7e5b7e3,1
8dffb57a-52b1-549c-9b22-6ea5975b5252,1
afa6a8c9-0214-5dfa-a2d8-a47e479d385e,0
6c57aab6-c69e-5ac5-8223-54c6ca17aa1a,1
d46d826c-df8c-5a5e-b122-94e6591e92ea,1
9c739298-3ac1-54cc-b1d7-325fd4aecf48,1
b811dc33-f64c-5baa-9d14-2accfec4ead9,0
27941fa4-ec3a-564f-98e4-1758b8e200b5,1
363034c0-ed17-5378-9e0a-f30ec0fc32e6,0
8cec509b-7953-5663-9dfa-e9f0aed816cc,1
faf14ea8-7c21-5cc5-bc99-9afa9a2604ee,1
59ef9b56-f8df-5e61-ad92-3d583c14c779,1
16c384b3-38a2-5c9a-9ef6-994e8d962827,1
eede3852-cf2a-582a-9198-ddb59d87d1f6,0
dea467c5-35c7-5d18-9762-65c1db4f68fa,1
8c00fd8d-bd3b-56a6-9ce8-7cb017210f50,0
e34c16c4-1ed3-569f-a2be-c01da0569779,1
fa59690f-ff0d-535b-beed-b9d1d586d35f,1
c6a50682-aca3-58a1-b6ef-db5cdc33b01f,1
4668177a-1e8b-56bb-820f-3b008f5e91d4,1
73ae69c9-e763-55d9-a42e-1cdc2046c7d9,1
128e93e8-7074-5c55-8a12-5a85ceb63050,1
243d12a7-2a0d-507c-b1ed-c291ece309c9,1
efeb7b8f-df18-5928-8540-459ff9deb468,1
32f4a70b-d052-56ee-91e9-b302b83dc0f5,1
2001e6fb-af68-5ae7-94cf-0f50c0b1ad6d,1
d80c125b-5f47-579d-a027-95f8d634fc1f,0
39c3fca2-a12c-57ec-815b-891c9684d91f,1
24703371-23cd-5e64-b303-bf04966a4eea,1
8302bb78-3824-5e35-b8c7-426ff21b667b,1
716c23e5-7c89-53e5-859e-d5135867ede8,0
6d7bb245-79a3-5a43-b107-d41f6347adf5,1
85bb819a-6caf-50f6-8487-3788efee63df,1
c94a6ba5-dd39-5be4-b955-99e5570acf3f,1
a0777988-5aaf-5b73-9957-fb609277b15f,1
89e2bd75-7661-564c-8cc0-d051068697a3,1
d924c80a-5337-5614-a95e-e1a86a26cf1e,0
1fbf7f53-64c8-54ec-9055-194da40c9040,1
02709e28-c8c2-516e-8818-ee8f59cba2fb,1
7b37b719-b8f2-5a5c-ba23-12aa8cf4b732,1
c507a0c9-46f3-5677-b6c4-f7e76bf18b6a,1
153b02ef-9d68-5498-a9fb-55e1e009c8d0,0
1858402b-b70d-5d04-a1cb-100ffdce3cdd,0
454c2601-2bd5-5cf8-bd68-c225e182260c,1
335fe57b-ca88-5ceb-b02a-638044ae9f20,1
0251d6d4-ac3c-5b49-9479-212705e68120,1
4fe0cd59-42cd-50e2-882e-5795ce0ec5e9,1
d6d7e374-caa6-5e2a-9e1f-a24839a49e5f,1
ccaf3c22-86f3-5e27-8d77-f954a5322f19,1
2e1a3932-73d7-55ae-be28-84a845dcf074,1
b5323535-2001-57cb-b6e2-0c77e02f19f1,0
c198721b-ce99-5d20-8d7f-f958e4486d82,1
5653b496-8709-53ea-a0f1-fb465bb52189,1
c7346173-33fd-593e-89b5-25f6f8858eb0,1
7c864d83-e657-5294-ab43-09fe4ab0ce83,1
ab2e662f-210b-5770-aaf0-1945d6f93cb8,1
97a740f7-8bcc-51e2-989c-9d3ad69c5db4,0
a4edf16b-8cdb-5b71-9126-ac58ac79a416,1
eadf7b8e-dac9-580e-83b8-6c7ac2f49d64,1
f0524b4b-cd3e-5776-bcec-072071dacc47,1
a1c7d353-7c81-5573-acc2-69e27b8ba233,1
b050487b-c681-5ac5-94a8-8e4eafb851e4,0
428ea9d2-e6c2-5271-b1a6-a226d47625a0,1
65d7f025-b605-5759-9f3d-8b2048adbc1e,0
b8d8f93c-bb38-5142-8f0a-b23f205d3201,0
b7a5a3c8-612a-5f47-925c-e3ec4f69bedd,0
224b7978-bef7-51fb-b07f-2aa6115a8957,1
56be6e90-e2da-5bfa-a4b6-b99c87426798,1
edca9927-4b54-5d08-b6fd-13f71aa29e83,1
6b8827aa-9cc6-581e-8d3a-910edee7d42d,1
573ac4bc-2911-5b39-b728-b7ee6b4d6bd8,1
4df0e7ff-5489-54a8-b5db-a33c28a16e63,1
9b0a3e11-d31f-52e6-9b16-9662f7477a5b,1
df0d5c0e-e442-529c-9454-d9a20a586f74,1
97afa26c-c1b4-5b87-861d-c6ce1e6445e8,1
96f2041f-3914-59df-8d02-540eccffc4ce,1
e54934a3-efbb-5c8b-b8fc-23917e824a62,1
6cf661e0-4eae-5a1e-a6b2-ab7e2f169c19,1
dc94b7c0-804f-5eaf-a17a-f1cea32fbf55,1
2985ead7-8080-5225-86c9-2a8b29774259,1
0cccc56d-43fd-509d-bf82-cbbe3bd36764,1
6b489c01-778f-5e54-a36e-1392c83bd74d,1
6ee176dd-a13a-5bae-a648-1f9b53f381b0,1
9832bdbc-96f0-59c5-bd07-64a05549c906,1
69c95919-f0b5-50b3-a557-1ce8baf08722,1
25460b0e-5dd0-5c6e-bac9-d23ff6a6d101,1
00c036c0-bd31-5578-acee-8b51e96c088d,1
de3bc5f0-2e25-5e79-9d06-bb6a7e44d4f0,1
0a9a446c-8c2c-5854-b75f-87b49235a0b6,1
652ef736-e754-54fb-b78c-452058b4de84,1
930754e3-0324-5f82-a9c1-9411113813db,1
9af776e5-52ea-59cf-bc62-1edd1586042d,0
fea790ea-2990-5c5c-867d-e8a61c93813f,1
f9f6ede8-185d-5fe3-8a17-0fe07d8693e3,1
d2365814-9c9f-5459-af78-29bfd1c217fc,0
75a688f7-c679-5511-9cd6-e1e7a63d86e5,1
2a2fbe00-516c-5612-94ba-d1ab7c1eba98,1
3fb4078f-38d6-557d-9d2a-5575bcbfdd4e,1
3d30072e-85c6-5a06-a1c4-be4bc0412519,1
9da51a83-f68d-5b9d-a1d1-b70215996ce4,1
429016d5-34b6-5d0c-9eba-d3ed5ae21a77,1
2663a063-d641-5e9f-ac43-405b8a20d0ab,1
bce41b67-61bb-5d03-ab1d-fa91582848ec,1
044fb8b1-064b-515e-9c67-6330c81a7990,1
ff93f722-1173-5eb8-9327-c1c9bc0b40d7,1
f6d79aa0-2892-55b4-bdb3-96adbe8e0fe9,1
d2897fc3-4572-5f2e-aa6a-21c4e1b81b5a,1
256c9fb7-024d-5aa8-9983-cfac796b47a3,1
626c84b1-55fe-54b3-8db6-bccbb96b4a01,1
b8e9ca89-a701-5fd2-ae73-0189ac653a19,0
a36024f1-aef7-544d-b4c7-bd326aca6780,1
cb3d1e42-a2c3-5bed-99fd-526a0dbc20fe,0
1b5b94d7-f956-554b-8c0b-e1ecd655ec50,0
f5d06f6c-3551-5cde-8f93-7c520782482a,1
0569057b-2038-55ae-a01b-8dead360fe4d,1
4a72e049-7f99-5751-a848-0be51f0070c5,1
ebd0f6db-d58b-5585-aa0d-5d6d1995a9a4,1
da5025a9-46b8-5ff5-bf3e-77b5285e0aa4,0
6a274d98-692c-535c-841d-67d2173411fd,1
aff4a9ad-e76b-5eac-9830-d78f1903cece,1
7406215e-d998-541c-91fe-ca2f75bbc7c4,1
5f8fb6fb-a8e5-51b1-aef7-8edee996d2af,1
eb124012-ec87-5c74-ae16-a3425b21f0c1,0
f5644f6b-81e9-504c-be51-30d6e8d9c831,1
ba769a1d-1754-5f39-9cb3-b982ceccfe03,1
f31dabd8-0e67-5089-b58b-7b4866952168,1
3e4f7bf8-e087-5d3b-8be8-3660bcaa6877,1
aada8ee0-f4a7-58bf-b1d0-ff239196dc3c,1
7f03373c-32a1-57f3-87f8-a88521565b25,1
f09aa3e1-97c8-5034-bb50-f627d4a1ab1c,1
c5acc62b-b65a-5ee0-9df0-57a7287c9b60,1
496c206a-47be-5ba5-aa60-f470ac7d6e12,1
57a5458a-8558-53c1-ba99-237742c8c53d,1
2c05cd7f-91e8-5f21-8dd1-d2956b096861,1
6269a99b-40f1-52aa-8b9b-d815131152f0,0
bac70b6e-976a-5d68-8c7a-14443f6e2fd5,1
8c3ce457-fc96-52b5-99d5-494aef324229,1
521824fe-39c7-5359-9621-d88e88dc9003,1
a61f675b-328b-571a-9c51-e4163f2e0d80,1
990e8e0b-5760-5d05-b368-a27a406b5e08,1
fe951da5-f366-506b-b9a3-6d3b11473178,1
da664404-2e37-5626-8020-da76d5c83506,1
1ef50ea0-c89b-5e7c-9597-df1ea5957f60,1
1f5e474c-c560-528e-a5ef-92b2e74ef2be,1
b816879f-9e88-5673-ab9f-12662568b77d,1
af60e383-7c3f-59d9-87a7-08983e6490fb,1
20ccab64-1860-5dde-b4fb-370468c63917,1
1235561c-9331-54de-b511-c86a76c6a005,0
0f5d4062-af5e-52c1-9738-f78710ffce8b,1
180fe3d7-610e-55fd-a717-ebabf6e150b2,1
8ca866b1-fbad-56cf-b737-734f489d63c2,0
0db430e4-29a6-5f4a-92a7-5771f879ae99,1
4ce2723e-ff8e-5044-96e2-aeb6a48b7e75,1
f8f231b6-6073-5eb9-ba13-d2cbd9fcdc94,1
3fda8258-c008-53b6-ae3a-7feaf7f7c412,1
aad8c404-39f0-5ea5-88df-1815cf96f2de,1
7caac6af-33d2-519d-a860-3da5594c1980,1
b8bd92d1-717a-5f86-9040-dbd7f03de95f,1
518ca376-e03d-5dd9-916c-209b4a2bec78,1
fc054751-1462-5f4d-b550-d19ded2e345b,1
12d408f2-b5a7-5400-a304-4c217057f86b,0
dc1d4d69-ab44-5d48-a18a-40a3aa40e852,0
d47eac9a-0446-5eda-b6b2-f47be21ebe7c,1
5c5af912-7d7f-5e5f-8bdb-df3f310b979c,1
05c517db-abcc-547f-bb85-fc7d03a89dfd,1
5bfa9417-03dc-5847-a8e0-24a6f7d60ed4,1
e8d72a5a-bb82-56d7-9b65-569bf19e74f0,1
3cfe20e3-acaf-5e49-ad78-17a0d9e6c091,1
21d5f2f4-77c2-5648-a958-d12b6dbe39b6,1
8bac5809-7dd4-5809-8bb1-cf89e64f2622,1
8cabdda6-a960-5884-9570-30f3914b2772,1
3134118b-3b75-5b0b-a884-ec219c8a75ad,1
5526d60d-b9dc-5680-9c94-71993a22a20b,1
b9058a7d-9c8b-56d7-ab72-198b7dc2fdf8,1
adc5a595-877a-5eaa-9741-06168872d96e,0
0b350e40-72e8-548a-a59e-2ce055f101f7,1
9b0ace43-65f5-5773-b3d8-89a39474df0f,1
aa1e3f3a-4c5a-5b15-8351-26b19fe5284b,1
8da39950-a618-5479-8e11-08f52a7afc42,0
49991fb6-482f-519f-b412-4950d4c63c63,1
6874724f-a48c-589f-8e3f-8c84eeb54701,1
2ec282cf-4a37-5438-9da1-0189964fc592,1
052781b8-e06e-5dc5-af25-f0a91a9d8d5c,1
03806edd-01e1-57b3-a72b-cec650a75643,1
e5ec0da0-cae6-583a-99a2-2810cc29dccc,1
5aebddb0-a13b-561d-a845-42396262c41d,1
486a4ba2-2082-5e4d-ae4c-c7b87825c1a0,0
016badff-28c1-587b-9de2-43a25ba2a942,1
1157e67c-bd47-5053-a9bd-5c6f34bfdfe7,1
92bf91b7-79ad-56d9-9f99-ca1f2c1fb139,1
ec2eea65-075c-5cc6-a7f0-08464fcd40fb,1
e8495239-3f8e-54b9-b801-bd6002e33fa6,1
7022a4f8-f6e1-54ea-a699-64daf4ddc54c,1
fac957ee-5a2f-5e1e-8904-aa8c357855a8,1
c21aa8eb-d51c-5c44-b4e3-548685e0e934,1
8e3bb3a4-610a-5740-8986-e052661070ee,1
0b96679f-1354-5953-afc2-9838b4512603,1
76ff0873-4133-5e7b-9a9b-0da5a72729c0,1
af1fb31b-eb48-5827-ad8d-49b6a626b8a6,1
32dc9d2e-b3f8-5875-a8e8-592be92f7185,1
51b7ffc5-5d92-5278-88a8-4e97385ca3c6,1
9be9c955-9ce2-55b7-aba6-ae18cc553fac,1
ac4f64fe-f955-57cd-8337-96acd89f03f9,0
180ebb6e-15ca-5c79-9e81-9fff17e18e98,0
ca9a7495-d217-5215-a8fd-860f8e0a24ff,0
f28236e2-5000-52a4-ada8-3ebe4a8924e8,1
24f868e9-e5c1-5b06-8851-50794337731c,1
645e79e5-7ed0-5a00-a86a-ed0513db63e9,1
5d00a4be-1842-5b16-a9c6-e8e2dd373ab4,0
2350810f-7ba6-5c5d-85f2-793683b3303f,1
69596acb-e62e-5bf8-a6c8-ba8ca10e6571,1
dd3990fc-288a-5222-874a-24667f6e5bd9,1
57496847-fa0b-5946-8d99-81b4c8685832,0
6d0239ae-84d2-5d46-9b8f-e93b7e84af1e,1
7c2e1564-dddf-5ae7-be9d-7f1970401fdd,1
b622fb40-2129-5d67-9f01-cc98cc2ed9ad,1
11fb9d11-6825-5cc3-8b19-59dd714902f9,1
941e33f6-72ed-5873-b9b4-a19c91db7de1,1
d1a7ac2f-2399-5c74-9b30-1d361afd9657,1
048d6225-9895-5e4c-b745-c885c725c7e3,1
f24af776-4f2e-5bd0-9e56-8d33a19d4b5d,1
78cca682-8630-56b6-a133-84492b894dac,1
8d678d28-b0a7-5098-9824-7b0257d511b9,1
e536b878-76ea-5780-9bdc-aa47c961ed76,0
